Unnamed: 0,artists,date,TM_id,event_title,presale_date_end,presale_date_start,promoter,TM_sale_date_start,span multiple days,venue,TM_venue _lat,venue_city,TM_venue_long,venue_state,TM_max,TM_min,genre,subGenre,event_type,SG_artists_score,SG_average_price,SG_listing_count,SG_max_price,SG_min_price,SG_venue_score,SH_max_price,SH_min_price,SH_total_postings,SH_total_tickets,spotify_followers,spotify_popularity,spotify_avg_followers,spotify_avg_popularity,spotify_null_count,days_until_show,presale_length,days_on_sale
3361,"['Roots of Creation', 'Bake Joynton', 'Organically Good Trio', 'Aldous Collins', 'Over the Bridge']",2017-12-24 01:00:00,vv1AvZAG_Gkd81FEC,Roots of Creation,,,CROSSROADS PRESENTS,2017-08-26 14:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,15.0,15.0,Reggae,Reggae,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4199999869', '0.400000006']",36.0,9.0,529.0,29.0,0.47437098619999996,,,,,"[2035.0, nan, 125.0, 7.0, 90.0]","[29.0, nan, 5.0, 0.0, 14.0]",564.25,12.0,1,17,,102.0
3362,"['Matt Pond Pa', 'Ricky Lewis', 'David Mirabella']",2017-12-15 01:00:00,vv177ZfVGkwTU_ig,Matt Pond Pa,,,CROSSROADS PRESENTS,2017-10-13 16:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,14.0,14.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.400000006'],39.5,22.0,529.0,29.0,0.47437098619999996,,,,,"[16554.0, 4.0, 2.0]","[49.0, 0.0, 0.0]",5520.0,16.333333333333332,0,8,,54.0
3363,"['The Infamous Stringdusters', 'Horseshoes & Hand Grenades']",2018-01-27 00:00:00,vv1AvZAu-GkeNeA9k,The Infamous Stringdusters,,,CROSSROADS PRESENTS,2017-11-10 15:00:00,False,Paradise Rock Club,42.3518332,Boston,-71.1195379,MA,20.0,20.0,Country,Bluegrass,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.400000006', '0.4099999964']",85.6500015259,43.0,525.0,39.0,0.5271570086,,,,,"[30164.0, 5868.0]","[52.0, 37.0]",18016.0,44.5,0,51,,26.0
3364,['The Elvis and Orbison Show'],2018-01-28 00:30:00,vvG17ZfmmB9gok,THE ELVIS & ORBISON SHOW: A CELEBRATION of the LEGENDS,,,PROMOTED BY VENUE,2017-07-17 14:00:00,False,CityStage,42.1027326,Springfield,-72.5934057,MA,34.5,27.5,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.0'],68.0,29.0,211.0,54.0,0.40745601060000003,,,,,[nan],[nan],,,1,52,,142.0
3365,"['Consider the Source', 'Screaming Headless Torsos', 'You Bred Raptors?']",2017-12-08 01:00:00,vv1AvZAG7GkeiaEKr,Consider the Source,,,CROSSROADS PRESENTS,2017-08-04 17:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,15.0,15.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4199999869', '0.4199999869']",32.0,11.0,46.0,29.0,0.47437098619999996,,,,,"[5533.0, 7314.0, 776.0]","[30.0, 28.0, 13.0]",4541.0,23.666666666666668,0,1,,124.0
3366,['Samuel Hernandez'],2017-12-16 23:00:00,vv1AvZAuIGkdrdMsm,Sellados Por Su Palabra 777,,,PROMOTED BY VENUE,2017-11-08 22:47:00,False,Lynn Auditorium,42.46480942,Lynn,-70.95121002,MA,23.0,14.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4300000072'],106.9400024414,63.0,412.0,42.0,0.5215029715999999,,,,,[62282.0],[56.0],62282.0,56.0,0,9,,28.0
3368,"['Cuco', 'Helado Negro', 'Lido Pimienta']",2018-01-29 00:00:00,vv177ZfUGkTzZz_M,Cuco + Helado Negro + Lido Pimienta,,,CROSSROADS PRESENTS,2017-11-18 15:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,15.0,15.0,World,Latin Electronica,"{'id': 'KZFzBErXgnZfZ7vAd7', 'name': 'Musician'}","['0.4399999976', '0.4399999976']",62.0,20.0,529.0,38.0,0.47437098619999996,146.5,37.28,7.0,52.0,"[77025.0, 17303.0, 4366.0]","[65.0, 50.0, 43.0]",32898.0,52.666666666666664,0,53,,18.0
3369,"['Lespecial', 'Backup Planet']",2017-12-10 01:00:00,vv1AvZAGPGkdFoB3s,Lespecial,,,CROSSROADS PRESENTS,2017-09-05 20:14:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,13.0,13.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4099999964', '0.4099999964']",38.0,7.0,50.0,28.0,0.47437098619999996,,,,,"[1077.0, 1107.0]","[29.0, 25.0]",1092.0,27.0,0,3,,92.0
3370,['Deerhoof'],2018-01-19 01:00:00,vv177ZfMGkRd7KWT,Deerhoof,,,CROSSROADS PRESENTS,2017-11-28 17:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,16.0,16.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5600000024'],,,,,0.47437098619999996,,,,,[38660.0],[47.0],38660.0,47.0,0,43,,8.0
3371,['Flint Eastwood'],2018-01-28 00:00:00,vv1AvZAuIGkeyg4lG,Flint Eastwood,,,CROSSROADS PRESENTS,2017-11-17 17:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,12.0,12.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4499999881'],,,,,0.47437098619999996,,,,,[6113.0],[45.0],6113.0,45.0,0,52,,19.0
3373,['Anna Meredith'],2018-02-01 00:00:00,vv177ZfMGkRCrfs3,Anna Meredith,,,CROSSROADS PRESENTS,2017-12-01 15:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,15.0,15.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],226.5,6.0,532.0,62.0,0.47437098619999996,,,,,[8408.0],[34.0],8408.0,34.0,0,56,,5.0
3374,['DISPATCH'],2017-12-17 00:00:00,vv1AvZAGIGkdvR4vK,Calling All Crows 10th Anniversary Pre-Show Reception,,,CROSSROADS PRESENTS,2017-09-08 17:46:41,False,Paradise Rock Club,42.3518332,Boston,-71.1195379,MA,90.0,90.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5299999714'],191.0,35.0,548.0,143.0,0.5271570086,,,,,[127742.0],[63.0],127742.0,63.0,0,10,,89.0
3384,"['Fall Out Boy', 'Bleachers']",2017-12-08 00:30:00,G5vVZfVS2lod4,"96.5 TIC All Star Christmas featuring: Fall Out Boy, Bleachers & more",2017-10-20 02:00:00,2017-10-17 14:00:00,LIVE NATION MUSIC,2017-10-20 14:00:00,False,Toyota Oakdale Theatre,41.4486599,Wallingford,-72.846188,CT,80.0,35.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.7400000095', '0.5400000215', '0.6399999857', '0.7900000215']",83.0,97.0,436.0,33.0,0.6097959876,302.5,27.21,50.0,142.0,"[3514463.0, 185963.0]","[86.0, 71.0]",1850213.0,78.5,0,1,2.0,47.0
3404,['Pentatonix'],2017-12-11 00:00:00,G5vVZfSKKG3D8,A Pentatonix Christmas Tour,2017-09-29 02:00:00,2017-09-22 14:00:00,LIVE NATION MUSIC,2017-09-29 14:00:00,False,Mohegan Sun Arena,41.4915974,Uncasville,-72.0914563,CT,65.0,45.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6899999976'],205.0,110.0,247.0,123.0,0.7376769781,,,,,[1678188.0],[86.0],1678188.0,86.0,0,4,6.0,68.0
3416,['Billy Gilman'],2017-12-15 00:30:00,vv1AvZAueGkdiiM1H,Billy Gilman,2017-10-13 02:00:00,2017-10-11 14:00:00,PROMOTED BY VENUE,2017-10-13 14:00:00,False,Dunkin' Donuts Center,41.822582,Providence,-71.41742,RI,56.0,26.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5799999833'],80.0,527.0,477.0,43.0,0.6138089895000001,458.5,44.49,46.0,243.0,[12171.0],[45.0],12171.0,45.0,0,8,1.0,54.0
3426,"['Backstreet Boys', 'Fergie', 'Max']",2017-12-17 01:00:00,G5vVZfg9IU-30,Backstreet Boys All Star Christmas,2017-10-27 02:00:00,2017-10-25 14:00:00,LIVE NATION MUSIC,2017-10-27 14:00:00,False,Mohegan Sun Arena,41.4915974,Uncasville,-72.0914563,CT,75.0,50.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.6499999762', '0.6800000072', '0.6399999857', '0.4900000095']",192.0,610.0,957.0,89.0,0.7376769781,,,,,"[1106536.0, 1400923.0, 204394.0]","[80.0, 77.0, 76.0]",903951.0,77.66666666666667,0,10,1.0,40.0
3453,"['Yesai', 'The Smooth Revue', 'Draw the Line']",2017-12-29 00:00:00,vv1AvZAu-GkdIU17Z,Smooth Revue W/ Yesai: A Holiday Benefit For Allston Village Main St.,,,CROSSROADS PRESENTS,2017-11-04 16:00:00,False,Brighton Music Hall,42.3528999,Boston,-71.1326128,MA,12.0,12.0,Reggae,Reggae,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}",['0.4199999869'],34.0,2.0,36.0,32.0,0.47437098619999996,,,,,"[nan, nan, 4.0]","[nan, nan, 0.0]",4.0,0.0,2,22,,32.0
3468,['Robin Thicke'],2018-01-01 01:00:00,G5vVZfVKwivJE,Robin Thicke,,,PROMOTED BY VENUE,2017-10-14 14:00:00,False,Mohegan Sun Arena,41.4915974,Uncasville,-72.0914563,CT,39.0,39.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4799999893'],92.0,625.0,1490.0,29.0,0.7376769781,,,,,[972062.0],[71.0],972062.0,71.0,0,25,,53.0
3481,['Dalton and the Sheriffs'],2018-01-15 01:30:00,vv1AvZAC7GkdcjJ3-,"Dalton and the Sheriffs ""After the Parade"" Record Release",,,CROSSROADS PRESENTS,2017-12-08 17:00:00,False,Paradise Rock Club,42.3518332,Boston,-71.1195379,MA,10.0,10.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4799999893'],,,,,0.5271570086,,,,,[893.0],[25.0],893.0,25.0,0,39,,-2.0
3484,"['Granger Smith', 'Smithfield']",2018-01-20 00:00:00,vv1A8vKQaGA2QdNn,Granger Smith,,,CROSSROADS PRESENTS,2017-11-17 17:00:00,False,Paradise Rock Club,42.3518332,Boston,-71.1195379,MA,22.0,22.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5799999833'],56.5,42.0,529.0,41.0,0.5271570086,97.3,45.7,9.0,73.0,"[110084.0, 2478.0]","[71.0, 50.0]",56281.0,60.5,0,44,,19.0
3494,['BoomBox'],2018-01-28 01:00:00,vv1AvZAC7GkdwGULn,BoomBox - Western Voodoo Tour,,,CROSSROADS PRESENTS,2017-12-08 17:00:00,False,Paradise Rock Club,42.3518332,Boston,-71.1195379,MA,20.0,20.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4300000072'],,,,,0.5271570086,,,,,[59187.0],[60.0],59187.0,60.0,0,52,,-2.0
3499,"['Xscape', 'Monica', 'Tamar Braxton', 'Zonnique', ""June's Diary""]",2017-12-21 01:00:00,vv1kv8vK_kGAG6-qW,The Great Xscape Tour,2017-11-11 03:00:00,2017-11-08 15:00:00,AEG LIVE,2017-11-11 15:00:00,False,Wolstein Center at CSU,41.499156,Cleveland,-81.676939,OH,85.0,35.0,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.6899999976', '0.6999999881']",114.0,501.0,870.0,69.0,0.6408150196,,,,,"[331305.0, 530471.0, 287857.0, 16753.0, 11417.0]","[61.0, 68.0, 65.0, 41.0, 32.0]",235560.6,53.4,0,14,2.0,25.0
3500,['Machine Gun Kelly'],2017-12-23 00:00:00,vv17fZfgGkiFWQFv,Machine Gun Kelly XXMAS Show,2017-11-03 02:00:00,2017-11-02 14:00:00,PROMOTED BY VENUE,2017-11-03 14:00:00,False,Wolstein Center at CSU,41.499156,Cleveland,-81.676939,OH,64.5,36.5,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6000000238'],84.0,251.0,585.0,70.0,0.6408150196,,,,,[897669.0],[83.0],897669.0,83.0,0,16,0.0,33.0
3501,"['Moneybagg Yo', 'K Camp', 'Q Money']",2017-12-08 00:00:00,vv1AAZAu9GkdQfgaq,"Z1079 White Out Party 2017 feat. Moneybagg Yo, K Camp, And Q Money",2017-11-03 02:00:00,2017-11-01 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-11-03 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,37.5,27.5,Hip-Hop/Rap,Hip-Hop/Rap,"{'id': 'KZFzBErXgnZfZ7vAd7', 'name': 'Musician'}","['0.4300000072', '0.4799999893']",73.0,5.0,104.0,61.0,0.5108910203,,,,,"[174903.0, 578513.0, 1508.0]","[75.0, 72.0, 48.0]",251641.33333333334,65.0,0,1,1.0,33.0
3503,"['SZA', 'Smino', 'Ravyn Lenae']",2017-12-14 00:00:00,vvG1fZfcDNYhFH,TDE PRESENTS: The CTRL Tour SZA With Smino and Ravyn Lenae,2017-07-07 02:00:00,2017-07-06 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-07-07 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,35.0,25.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.6399999857', '0.6200000048']",227.0,36.0,525.0,159.0,0.5108910203,400.3,176.5,12.0,40.0,"[750537.0, 74308.0, 43255.0]","[92.0, 69.0, 63.0]",289366.6666666667,74.66666666666667,0,7,0.0,152.0
3505,['Sara Evans'],2017-12-09 01:00:00,vv17fZfYGkTASgTN,Sara Evans - At Christmas,2017-08-25 02:00:00,2017-08-24 14:00:00,LIVE NATION MUSIC,2017-08-25 14:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,65.0,36.5,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],141.5,56.0,530.0,72.0,0.5398579836,162.34,62.49,6.0,15.0,[279042.0],[61.0],279042.0,61.0,0,2,0.0,103.0
3506,"['Steel Panther', 'Diamante']",2017-12-13 00:00:00,vv17fZfwGkUTM0dG,Steel Panther,2017-09-22 14:00:00,2017-09-20 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,40.0,28.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5', '0.4399999976']",66.5,24.0,525.0,53.0,0.5108910203,82.9,43.94,8.0,53.0,"[169586.0, 104.0]","[60.0, 44.0]",84845.0,52.0,0,6,2.0,75.0
3507,['Grand Funk Railroad'],2018-01-21 01:00:00,vv1kfZfg3bG7SN9a,Grand Funk Railroad,2017-11-03 02:00:00,2017-11-02 14:00:00,LIVE NATION MUSIC,2017-11-03 14:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,49.5,35.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],227.0,67.0,586.0,42.0,0.5398579836,615.36,88.9,16.0,54.0,[160742.0],[61.0],160742.0,61.0,0,45,0.0,33.0
3509,"['Blues Traveler', 'Los Colognes']",2018-01-31 00:00:00,vv1kv8vK8wGACfhG1,Blues Traveler - 30th Anniversary Tour,2017-10-13 02:00:00,2017-10-11 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-13 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,40.0,25.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4600000083', '0.4499999881']",69.0,44.0,529.0,39.0,0.5108910203,116.5,42.1,12.0,63.0,"[128673.0, 2389.0]","[60.0, 34.0]",65531.0,47.0,0,55,1.0,54.0
3510,"['Jonny Lang', 'Blue Water Highway Band']",2018-01-11 00:00:00,vv1kv8vKZyGA1DfTJ,Jonny Lang Signs World Tour,2017-08-11 02:00:00,2017-08-09 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-08-11 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,49.0,33.0,Blues,Blues,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4699999988', '0.4099999964']",88.0,41.0,525.0,58.0,0.5108910203,106.51,58.9,8.0,45.0,"[85513.0, 1945.0]","[53.0, 37.0]",43729.0,45.0,0,35,1.0,117.0
3511,"['August Burns Red', 'Born of Osiris', 'Erra', 'Ocean Grove']",2018-01-09 23:30:00,vv17fZfSGkmJMS-r,August Burns Red,2017-10-06 02:00:00,2017-10-05 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-06 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,33.0,23.0,Metal,Heavy Metal,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4499999881'],72.5,42.0,529.0,42.0,0.5108910203,104.82,44.44,14.0,74.0,"[244546.0, 108299.0, 48394.0, 10533.0]","[66.0, 55.0, 56.0, 45.0]",102943.0,55.5,0,33,0.0,61.0
3512,['Vince Neil'],2018-01-13 01:00:00,vv1kv8vKotGAuDNEd,Vince Neil,2017-10-13 02:00:00,2017-10-12 14:00:00,LIVE NATION MUSIC,2017-10-13 14:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,75.0,42.5,Metal,Heavy Metal,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.3899999857'],106.0,134.0,539.0,49.0,0.5398579836,361.3,86.5,30.0,97.0,[21335.0],[40.0],21335.0,40.0,0,37,0.0,54.0
3513,"['Berlin', 'The Romantics']",2018-01-20 01:00:00,vv1kv8vKqbGA1Gej7,Berlin/The Romantics,2017-12-01 03:00:00,2017-11-30 15:00:00,HARD ROCK INTERNATIONAL,2017-12-01 15:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,52.5,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4399999976', '0.4199999869']",214.0,57.0,536.0,42.0,0.5398579836,562.95,109.3,15.0,56.0,"[65441.0, 50925.0]","[64.0, 63.0]",58183.0,63.5,0,44,0.0,5.0
3515,['The Ohio City Singers'],2017-12-17 00:00:00,vvG1fZfRMJVyE0,The Ohio City Singers,2017-09-08 02:00:00,2017-09-06 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-08 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,18.0,18.0,Holiday,Christmas Music,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],69.0,19.0,525.0,38.0,0.5108910203,,,,,[33.0],[12.0],33.0,12.0,0,10,1.0,89.0
3516,"['Matisyahu', 'Common Kings', 'The Orphans']",2017-12-15 00:00:00,vv1AAZAGEGkeSD0-s,"The Broken Crowns Tour Featuring Matisyahu, Common Kings & Orphan",2017-09-15 02:00:00,2017-09-12 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-15 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,27.5,27.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,127.38,52.9,11.0,50.0,"[387065.0, 74054.0, 1507.0]","[67.0, 62.0, 27.0]",154208.66666666666,52.0,0,8,2.0,82.0
3517,['The Devil Makes Three'],2018-01-15 00:00:00,vv1AAZAuxGkd31PWm,The Devil Makes Three,2017-11-10 03:00:00,2017-11-08 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-11-10 17:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,30.0,20.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],179.3000030518,77.0,824.0,39.0,0.5108910203,182.64,39.68,12.0,74.0,[116201.0],[61.0],116201.0,61.0,0,39,1.0,26.0
3518,['Candlebox'],2018-01-28 01:00:00,vv1AAZAuNGkdGXE_R,Candlebox,2017-11-17 03:00:00,2017-11-16 15:00:00,LIVE NATION MUSIC,2017-11-17 15:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,35.0,19.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4399999976'],80.0,95.0,536.0,47.0,0.5398579836,562.95,52.9,34.0,133.0,[182851.0],[59.0],182851.0,59.0,0,52,0.0,19.0
3519,"['Snails', 'Funtcase', 'Boogie T']",2017-12-12 00:00:00,vv17fZfSGkRd8f2B,Snails,,,HOUSE OF BLUES CONCERTS (HOB),2017-10-05 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,25.0,25.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4600000083', '0.4699999988']",62.0,15.0,525.0,50.0,0.5108910203,76.9,57.68,3.0,29.0,"[52466.0, 25855.0, 4565.0]","[60.0, 47.0, 47.0]",27628.666666666668,51.333333333333336,0,5,,62.0
3520,['Bruce in the USA'],2017-12-28 00:00:00,vv17fZfwGkT3ikx0,Bruce in the USA,2017-09-29 02:00:00,2017-09-27 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-29 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,30.0,20.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4300000072'],169.0,20.0,525.0,38.0,0.5108910203,167.27,46.88,9.0,51.0,[nan],[nan],,,1,21,1.0,68.0
3522,['G. Love & Special Sauce'],2018-01-21 01:00:00,vv1FfZfMp9AeZdua1,G. Love & Special Sauce,,,HOUSE OF BLUES CONCERTS (HOB),2017-11-27 18:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,35.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4699999988', '0.4499999881']",188.5299987793,19.0,529.0,50.0,0.5108910203,180.1,178.35,3.0,22.0,[73756.0],[56.0],73756.0,56.0,0,45,,9.0
3523,['Neil Zaza'],2017-12-17 01:00:00,vvG1fZfmUWFA9T,Neil Zaza's One Silent Night,2017-07-28 02:00:00,2017-07-27 14:00:00,LIVE NATION MUSIC,2017-07-28 14:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,45.0,25.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,5941.3,30.08,13.0,50.0,[5807.0],[33.0],5807.0,33.0,0,10,0.0,131.0
3524,"['Dirty Deeds AC/DC Tribute', 'Panama - Van Halen Tribute']",2018-01-01 02:00:00,vv1AAZAuIGke-MNyU,For Those About To Rock 2018 New Year's Eve Celebration,2017-11-17 03:00:00,2017-11-16 15:00:00,PROMOTED BY VENUE,2017-11-17 15:00:00,False,Hard Rock Rocksino Northfield Park Hard Rock Live,41.35002986,Northfield,-81.5266107,OH,65.0,35.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}","['0.4499999881', '0.4499999881']",73.0,1.0,73.0,73.0,0.5398579836,,,,,"[nan, nan]","[nan, nan]",,,2,25,0.0,19.0
3526,"['Silverstein', 'Tonight Alive', 'Broadside', 'Picturesque']",2018-01-19 23:00:00,vv17fZfVGklaefVl,Silverstein & Tonight Alive,2017-12-23 03:00:00,2017-10-16 20:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-16 20:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,19.0,19.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.400000006', '0.4099999964']",105.0,18.0,532.0,39.0,0.5108910203,48.1,42.08,4.0,30.0,"[223601.0, 189767.0, 27149.0, 12129.0]","[65.0, 62.0, 55.0, 50.0]",113161.5,58.0,0,43,67.0,51.0
3527,"['Stick Figure', 'Twiddle', 'Iya Terra']",2018-01-19 00:00:00,vv1kfZfVGpG7yQI6,Stick Figure,2017-10-13 02:00:00,2017-10-12 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-13 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,22.0,22.0,Reggae,Reggae,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4699999988'],84.9100036621,46.0,525.0,42.0,0.5108910203,86.67,48.34,11.0,69.0,"[90326.0, 32479.0, 4934.0]","[65.0, 56.0, 46.0]",42579.666666666664,55.666666666666664,0,43,0.0,54.0
3529,['Marty Stuart'],2017-12-16 00:00:00,vv1AAZAuFGkdUDV8D,Marty Stuart And His Fabulous Superlatives,2017-10-13 02:00:00,2017-10-11 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-13 14:00:00,False,House of Blues Cleveland,41.49949386,Cleveland,-81.6910261,OH,35.0,25.0,Country,Country,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5799999833'],65.0,41.0,525.0,44.0,0.5108910203,73.3,47.84,9.0,52.0,[21501.0],[50.0],21501.0,50.0,0,9,1.0,54.0
3530,['Art Garfunkel'],2018-01-28 01:00:00,vv17fZfUGkl396LW,Art Garfunkel,2017-11-17 03:00:00,2017-11-16 15:00:00,LIVE NATION MUSIC,2017-11-17 15:00:00,False,Canton Palace Theater,40.802161,Canton,-81.373847,OH,76.0,46.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5299999714'],181.0,75.0,349.0,89.0,0.5336109996,299.52,145.3,13.0,34.0,[77633.0],[57.0],77633.0,57.0,0,52,0.0,19.0
